Daily_Return,Five_Day_Return,Ten_Day_Return,Volatility,RSI,ATR,Volume_Z_Score
,,,,,,
-0.012691640753931921,,,,0.0,,
-0.026599923969502837,,,,0.0,,
-0.016693238584651438,,,,0.0,,
0.0009884438209670776,,,,0.5168139790644223,,
0.00011618332353080518,-0.053952954188704494,,,0.5819176063428764,,
0.016783644736023007,-0.0257094915449666,,,9.769216580514964,,
0.002570230880320823,0.0034873471446743576,,,11.146102766798494,,
-0.01902792847364132,0.001104741985186175,,,9.934380804240753,,
0.005110567618076933,0.005227344704338721,,,12.62941412861686,,
-0.018894040742551077,-0.013880032397267539,-0.06708411783390456,,11.278825165468353,,
-0.021024699498714217,-0.05054817058467076,-0.07495809436537726,,10.019104007352839,,
-0.01034721418453144,-0.06278122066977743,-0.05951281343574499,,9.470291541088411,,
-0.01276509951696092,-0.0567977262561179,-0.05575573110379006,,8.834048339239997,4.071026464072473,
-0.00486445529889612,-0.06615835243899915,-0.06127684024793012,,8.599964380244927,4.319640206826953,
-0.011384576442225125,-0.05901065300006758,-0.07207161562191033,,8.064027706251627,4.4126697071747945,
-0.0005632694863746401,-0.039343162251182395,-0.08790260795904004,,8.037642716233472,4.55712196020341,
-0.002943100352522321,-0.03215598238149786,-0.09291841122552902,,7.892416916426524,4.620596053538478,
0.06977766780000527,0.048765512093944086,-0.010801984368825068,,36.91139020545518,5.069219362666913,
0.026125652496498786,0.08142574259716251,0.009880397181813105,,44.45930322834712,5.091218325074059,
-0.0009728110281153057,0.09281495510224458,0.028327230993421493,0.02119943789208053,44.24150597479749,4.904560988852456,
0.007044624789884546,0.10113366141761082,0.0578115811162192,0.021128174819079682,46.29137063828819,4.732635904564764,
-0.016719829234796535,0.08591886282200423,0.05100007500136372,0.020604118548151296,42.28957552626432,4.682830406684329,
-0.0016794374735941142,0.013383586722217622,0.06280175627632434,0.020249087544323308,41.90426840243425,4.587914798294588,
-0.004234583545432602,-0.01659964663624336,0.06347445740671254,0.02027430941821351,40.89423129933955,4.470356889142539,
0.01846684097113327,0.0025359293083941914,0.09558625657553987,0.02068588478944888,46.88174462827494,4.4256430344014746,
0.008293654017966112,0.003779366438272813,0.10529524902162501,0.020430974561844648,49.406372233675576,4.237015088303924,
-0.02359896325907007,-0.003243182167742109,0.08239703013048505,0.021124260374224376,43.08008631524368,4.265709322119634,
-0.020218371026448634,-0.021753076792554338,-0.008660624260064975,0.02118019458501683,38.624591869718884,4.314068867596098,
0.0014231408890104102,-0.016194888660197138,-0.032525705867367916,0.021142330077935683,39.09244144919309,4.217472663413141,
0.02315266810495209,-0.011668535420547022,-0.009162196693111802,0.021353971219037867,46.277400902702865,4.201330332733662,
-0.001389050346456644,-0.021159541683896443,-0.01746014490731307,0.020722939670715354,45.91931224060574,4.131699649841384,
-0.021269245824369953,-0.01882400372795512,-0.022006136222481154,0.021207306890462175,40.729561960145766,4.122383477625478,
-0.009355796187017207,-0.007945969914109674,-0.029526197412931054,0.021099324340778863,38.70161427870945,4.132644757289845,
-0.01781228650468758,-0.02700143456954207,-0.042759038003219896,0.02150778989453975,35.147118232585655,4.19821443188105,
-0.025863905577570456,-0.07361525610581998,-0.08442480930300356,0.022183478268775977,30.80217634060321,4.3466622297900495,
0.016680080482897486,-0.056853005359872255,-0.07680956350700174,0.022477888548146186,36.14303265598048,4.79623036284433,
0.012965434399703213,-0.02386299699644201,-0.04223780357997586,0.02260300081030799,40.079033617725464,4.751355392081723,
0.0016378302642303666,-0.01303036350910447,-0.02087279454680091,0.01603735934897262,40.583710674125896,4.621423048215482,
-0.011627832470260446,-0.00681579956538414,-0.033633197768922374,0.014805711084883646,38.124667821280255,4.615653728409943,
0.02058810182182058,0.04054452317771373,-0.036055428385522115,0.01573625753273764,44.46620350321156,4.594885352697226,
-0.001981126981757564,0.021445282820799383,-0.036626951318227796,0.015586623550847747,43.98938187527915,4.502047654527035,
-0.018408414226759984,-0.010191206041652245,-0.03381101031893219,0.0156713214800282,39.73420226762893,4.469781333079371,
-0.0237174336792364,-0.035247032075856444,-0.0478181139443955,0.0163548056228821,35.108768566180665,4.569411612189838,
-0.011676324741830002,-0.03529436552418197,-0.04186960576836585,0.016449271220335158,33.113541701949714,4.738979793135831,
0.03499750910749566,-0.02167394767575359,0.017991815628067842,0.017990509346779687,43.378814543192405,4.818681267095718,
-0.027186293743205137,-0.04638176830175755,-0.0259311556199181,0.018522423358527593,38.2906422848182,4.962739912521961,
-0.023908559210606417,-0.05172517039443936,-0.061389234567062245,0.01853879033955827,34.5561835654881,4.943097856895925,
-0.026562318841745536,-0.05448844107629991,-0.0878149173217766,0.018861666245785714,31.022705132125004,4.914349733180423,
0.029677491998117977,-0.014925985261387553,-0.049693547605945576,0.020400152883355546,38.40021678778024,4.9268849986413645,
0.02901514462176258,-0.02061978814471277,-0.04184682361113268,0.020848821229227762,44.80080564352553,4.963041684977161,
0.00645400181943212,0.013247579865327541,-0.03374863461630262,0.0209691753565309,46.17928728226347,4.844607171077753,
0.020919001639600587,0.05978155777420491,0.0049641761174497034,0.021194346157054275,50.52025158192197,4.829200334117412,
0.008537556652792766,0.09799479057717364,0.03816676612872505,0.02121219372114697,52.24844713747245,4.718225552473658,
0.020800857865100886,0.08852920731284608,0.07228183640790475,0.021297536652677952,56.28848697160498,4.69713502581213,
0.00823352555276724,0.06654566367883463,0.044553718047115165,0.020328835873860304,57.84059836630535,4.71117575292772,
0.022677775777909526,0.08373809943112853,0.09809500645644076,0.020579729098773394,61.8877718799902,4.649959543960965,
0.0037340131278158495,0.06549568572485298,0.1291926776191794,0.020461137319724203,62.539888600084744,4.49504620700542,
0.0050367470593002395,0.061797164540584815,0.16584775531517626,0.020462379569107295,63.45170160858903,4.435258020236247,
